"","mean","sd","2.5%","97.5%","n_eff","Rhat4"
"psi[117]",0.1742005656,0.134729266269841,-0.0829791024999999,0.436224475,4074.07748663778,0.999525810743555
"psi[118]",0.169238841276,0.130891790022213,-0.0806156175,0.4237994,4074.07760398203,0.999525809686313
"psi[119]",0.168581100748333,0.130383087800759,-0.0803023525,0.422152375,4074.07880035784,0.999525809013671
"psi[120]",0.167268299835333,0.129367754134687,-0.0796769275,0.41886535,4074.0792263264,0.999525809138862
"psi[121]",0.166613234333,0.128861121799406,-0.0793649624999999,0.417224375,4074.07633200724,0.999525809042516
"psi[122]",0.16432745443,0.127093266258626,-0.0782761375,0.411500325,4074.08004018516,0.999525810236502
"psi[123]",0.163351125759667,0.126338159560546,-0.077811045,0.409055325,4074.07839363049,0.999525810311732
"psi[124]",0.161404365249,0.124832502018228,-0.0768837525,0.404181275,4074.0779685901,0.999525807681141
"psi[125]",0.160757169204667,0.124331949412962,-0.07657549,0.402560275,4074.07744619196,0.999525807828321
"psi[126]",0.159465397911667,0.123332878654682,-0.0759601625,0.39932525,4074.08005533215,0.999525808072742
"psi[127]",0.157534161148667,0.121839239479725,-0.0750401775,0.394489225,4074.07985045124,0.999525809150143
"psi[128]",0.159142988828,0.12308351718614,-0.0758065325,0.39851825,4074.07754746104,0.999525809476452
"psi[129]",0.156892128070333,0.121342671261028,-0.0747344125,0.392881225,4074.07701309954,0.999525808966692
"psi[130]",0.155610606789,0.120351525310458,-0.07412389,0.3896722,4074.07812322619,0.999525810648878
"psi[131]",0.154332471332,0.119362992600701,-0.073515065,0.386472175,4074.07989198141,0.999525809134423
"psi[132]",0.148937719162667,0.115190614736373,-0.0709453375,0.372962125,4074.0781420785,0.999525810148662
"psi[133]",0.128847918804733,0.0996528706554445,-0.0613756775,0.322654825,4074.07832318078,0.999525807753364
"psi[134]",0.127940522512067,0.0989510810946408,-0.0609434875,0.3203828,4074.07691044879,0.999525810673729
"psi[135]",0.127940522512067,0.0989510810946408,-0.0609434875,0.3203828,4074.07691044879,0.999525810673729
"psi[136]",0.127940522512067,0.0989510810946408,-0.0609434875,0.3203828,4074.07691044879,0.999525810673729
"psi[137]",0.1276384386984,0.0987174417268018,-0.06079956,0.3196258,4074.07920828937,0.999525810525317
"psi[138]",0.128242796581967,0.0991848599958953,-0.061087515,0.321138825,4074.07998218009,0.999525808787999
"psi[139]",0.127940522512067,0.0989510810946408,-0.0609434875,0.3203828,4074.07691044879,0.999525810673729
"psi[140]",0.129757022472,0.100355983736537,-0.061808765,0.32493085,4074.07912077833,0.999525808320734
"psi[141]",0.130060436927667,0.100590645232481,-0.061953295,0.32569085,4074.07876013465,0.999525807581844
"psi[142]",0.130060436927667,0.100590645232481,-0.061953295,0.32569085,4074.07876013465,0.999525807581844
"psi[143]",0.129453802584933,0.10012146828665,-0.061664335,0.324171825,4074.07766084178,0.999525810434543
"psi[144]",0.130667828994567,0.101060418490269,-0.0622426525,0.32721185,4074.07831029826,0.999525812360051
"psi[145]",0.110140923031567,0.0851846025451125,-0.05246475,0.27580955,4074.07749697913,0.999525812008836
"psi[146]",0.0848879541237333,0.0656535894998048,-0.0404356875,0.2125722,4074.0768392037,0.999525809023041
"psi[147]",0.0910087764193333,0.070387523858686,-0.0433513825,0.2278993,4074.07788433528,0.999525810002665
"psi[148]",0.0857180681919,0.066295614041126,-0.040831165,0.2146512,4074.07662914846,0.999525812417834
"psi[149]",0.0739536755596667,0.057196855768957,-0.0352273175,0.18519105,4074.07932232032,0.999525810689567
"psi[150]",0.0747652344397333,0.0578245281393026,-0.035613895,0.187223075,4074.07948669745,0.999525807686848
"psi[151]",0.0726041018427,0.0561530791511566,-0.0345843875,0.181812025,4074.07894321209,0.999525810360336
"psi[152]",0.0865496104774,0.066938738648855,-0.0412272475,0.216733225,4074.07840251037,0.999525808980706
"psi[153]",0.0701842909958667,0.0542815623081117,-0.03343175,0.175752,4074.07734189402,0.999525810460417
"psi[154]",0.0720653167812,0.0557363756384935,-0.034327735,0.180462025,4074.07854046857,0.999525811911966
"psi[155]",0.0763924451285667,0.0590830342097043,-0.036388955,0.191298075,4074.07810734691,0.99952580974579
"psi[156]",0.0701842909958667,0.0542815623081117,-0.03343175,0.175752,4074.07734189402,0.999525810460417
"psi[157]",0.0659120541497333,0.050977349220935,-0.0313967325,0.165053925,4074.07972965362,0.999525805329167
"psi[158]",0.0667102277497667,0.051594665220297,-0.03177691,0.167052925,4074.07647936802,0.99952581288068
"psi[159]",0.0744945605847,0.0576151809787923,-0.0354848725,0.18654605,4074.07873291893,0.999525811749624
"psi[160]",0.217654064505667,0.16833684859571,-0.103678225,0.5450381,4074.07907009899,0.999525810164861
"psi[161]",0.214030585875333,0.165534396398955,-0.1019519,0.535965025,4074.07843546431,0.999525808801954
"psi[162]",0.217654064505667,0.16833684859571,-0.103678225,0.5450381,4074.07907009899,0.999525810164861
"psi[163]",0.214030585875333,0.165534396398955,-0.1019519,0.535965025,4074.07843546431,0.999525808801954
"psi[164]",0.214030585875333,0.165534396398955,-0.1019519,0.535965025,4074.07843546431,0.999525808801954
"psi[165]",0.215114779550667,0.166372926678605,-0.102468,0.538680025,4074.0784810884,0.999525809408257
"psi[166]",0.217654064505667,0.16833684859571,-0.103678225,0.5450381,4074.07907009899,0.999525810164861
"psi[167]",0.213309118682333,0.164976407227397,-0.101607825,0.534158025,4074.07827666576,0.999525807731321
"psi[168]",0.212228957448,0.16414098776522,-0.1010937,0.531453,4074.07784255066,0.999525808162418
"psi[169]",0.212228957448,0.16414098776522,-0.1010937,0.531453,4074.07784255066,0.999525808162418
"psi[170]",0.211510187003,0.163585081712156,-0.100751625,0.529653,4074.07845375951,0.99952580944668
"psi[171]",0.205443312223,0.158892868240483,-0.0978613525,0.5144609,4074.0782035105,0.999525810443425
"psi[172]",0.205443312223,0.158892868240483,-0.0978613525,0.5144609,4074.0782035105,0.999525810443425
"psi[173]",0.210075833864667,0.162475731770542,-0.1000685,0.52606195,4074.07853353313,0.999525810217665
"psi[174]",0.185639050867667,0.143575966144216,-0.08842772,0.46486765,4074.07768372202,0.999525809600428
"psi[175]",-0.686147587976333,0.530676619086872,-1.71821975,0.326840975,4074.07910535976,0.999525809429309
"psi[176]",0.328778088750333,0.2542818010173,-0.156611075,0.82330965,4074.07859787553,0.999525806979531
"psi[177]",0.328778088750333,0.2542818010173,-0.156611075,0.82330965,4074.07859787553,0.999525806979531
"psi[178]",0.328778088750333,0.2542818010173,-0.156611075,0.82330965,4074.07859787553,0.999525806979531
"psi[179]",0.328778088750333,0.2542818010173,-0.156611075,0.82330965,4074.07859787553,0.999525806979531
"psi[180]",0.328778088750333,0.2542818010173,-0.156611075,0.82330965,4074.07859787553,0.999525806979531
"psi[181]",0.328778088750333,0.2542818010173,-0.156611075,0.82330965,4074.07859787553,0.999525806979531
"psi[182]",0.326495678725333,0.252516545677151,-0.155523875,0.8175946,4074.07782138213,0.9995258090492
"psi[183]",0.326495678725333,0.252516545677151,-0.155523875,0.8175946,4074.07782138213,0.9995258090492
"psi[184]",0.328778088750333,0.2542818010173,-0.156611075,0.82330965,4074.07859787553,0.999525806979531
"psi[185]",0.326495678725333,0.252516545677151,-0.155523875,0.8175946,4074.07782138213,0.9995258090492
"psi[186]",0.326495678725333,0.252516545677151,-0.155523875,0.8175946,4074.07782138213,0.9995258090492
"psi[187]",0.326495678725333,0.252516545677151,-0.155523875,0.8175946,4074.07782138213,0.9995258090492
"psi[188]",0.321511983978667,0.248662077585765,-0.1531494,0.80511455,4074.07876201289,0.999525810967709
"psi[189]",0.296478385426333,0.229300732768843,-0.14122495,0.7424262,4074.07827480365,0.99952581075993
"psi[190]",0.291369156195667,0.225349182915961,-0.13879145,0.729632125,4074.0776509783,0.999525808965727
