"","mean","sd","2.5%","97.5%","n_eff","Rhat4"
"psi[79]",-0.639556267666667,0.0865479958838361,-0.8127252,-0.47053485,4733.29822494884,0.999531765334989
"psi[80]",-0.639556267666667,0.0865479958838361,-0.8127252,-0.47053485,4733.29822494884,0.999531765334989
"psi[81]",-0.595261111,0.104459426848226,-0.79692235,-0.394657175,4868.28828900746,0.999898821978047
"psi[82]",-0.595261111,0.104459426848226,-0.79692235,-0.394657175,4868.28828900746,0.999898821978047
"psi[83]",-0.595261111,0.104459426848226,-0.79692235,-0.394657175,4868.28828900746,0.999898821978047
"psi[84]",-0.595261111,0.104459426848226,-0.79692235,-0.394657175,4868.28828900746,0.999898821978047
"psi[85]",0.264312752443,0.0896275597099625,0.08919583,0.4339162,4642.52681880989,1.00002207403795
"psi[86]",0.264312752443,0.0896275597099625,0.08919583,0.4339162,4642.52681880989,1.00002207403795
"psi[87]",0.264312752443,0.0896275597099625,0.08919583,0.4339162,4642.52681880989,1.00002207403795
"psi[88]",0.124896574866667,0.0246987984760465,0.0760462525,0.172684325,4413.85696372151,0.999630662148226
"psi[89]",0.124896574866667,0.0246987984760465,0.0760462525,0.172684325,4413.85696372151,0.999630662148226
"psi[90]",0.124896574866667,0.0246987984760465,0.0760462525,0.172684325,4413.85696372151,0.999630662148226
"psi[91]",0.124896574866667,0.0246987984760465,0.0760462525,0.172684325,4413.85696372151,0.999630662148226
"psi[92]",0.230389171285667,0.147688522555251,-0.05692884,0.51333565,4537.52542933131,1.00001533254237
"psi[93]",0.230389171285667,0.147688522555251,-0.05692884,0.51333565,4537.52542933131,1.00001533254237
"psi[94]",-1.86202240833333,0.255589056585409,-2.3707685,-1.36792225,4696.84167046886,0.999523139969064
"psi[95]",-1.86202240833333,0.255589056585409,-2.3707685,-1.36792225,4696.84167046886,0.999523139969064
"psi[96]",-1.86202240833333,0.255589056585409,-2.3707685,-1.36792225,4696.84167046886,0.999523139969064
"psi[97]",-1.08492411066667,0.145156477998614,-1.3744205,-0.79537045,4776.7707788909,0.999548494692773
"psi[98]",-1.08492411066667,0.145156477998614,-1.3744205,-0.79537045,4776.7707788909,0.999548494692773
"psi[99]",-0.313719824,0.0483095053737065,-0.40722065,-0.219192225,4913.39132818448,0.999812098897874
"psi[100]",-0.313719824,0.0483095053737065,-0.40722065,-0.219192225,4913.39132818448,0.999812098897874
"psi[101]",-0.313719824,0.0483095053737065,-0.40722065,-0.219192225,4913.39132818448,0.999812098897874
"psi[102]",-0.313719824,0.0483095053737065,-0.40722065,-0.219192225,4913.39132818448,0.999812098897874
"psi[103]",-0.313719824,0.0483095053737065,-0.40722065,-0.219192225,4913.39132818448,0.999812098897874
"psi[104]",0.0855413050506667,0.0607898690438451,-0.0358093975,0.20689745,4387.11998676891,0.999894963557263
"psi[105]",0.0855413050506667,0.0607898690438451,-0.0358093975,0.20689745,4387.11998676891,0.999894963557263
"psi[106]",0.0855413050506667,0.0607898690438451,-0.0358093975,0.20689745,4387.11998676891,0.999894963557263
"psi[107]",0.0855413050506667,0.0607898690438451,-0.0358093975,0.20689745,4387.11998676891,0.999894963557263
"psi[108]",0.344460601666667,0.0480873676514273,0.2516228,0.43994045,4913.91614979904,0.999701141907458
"psi[109]",0.344460601666667,0.0480873676514273,0.2516228,0.43994045,4913.91614979904,0.999701141907458
"psi[110]",0.344460601666667,0.0480873676514273,0.2516228,0.43994045,4913.91614979904,0.999701141907458
"psi[111]",0.344460601666667,0.0480873676514273,0.2516228,0.43994045,4913.91614979904,0.999701141907458
"psi[112]",0.344460601666667,0.0480873676514273,0.2516228,0.43994045,4913.91614979904,0.999701141907458
"psi[113]",0.163619863351,0.0627585343672582,0.0410244325,0.28721905,4364.12939672761,0.999816272103358
"psi[114]",0.344460601666667,0.0480873676514273,0.2516228,0.43994045,4913.91614979904,0.999701141907458
"psi[115]",0.344460601666667,0.0480873676514273,0.2516228,0.43994045,4913.91614979904,0.999701141907458
"psi[116]",0.230127438666667,0.031814936836852,0.168769275,0.293205525,4908.79036325415,0.999685320393639
"psi[117]",0.230127438666667,0.031814936836852,0.168769275,0.293205525,4908.79036325415,0.999685320393639
"psi[118]",0.230127438666667,0.031814936836852,0.168769275,0.293205525,4908.79036325415,0.999685320393639
"psi[119]",0.230127438666667,0.031814936836852,0.168769275,0.293205525,4908.79036325415,0.999685320393639
"psi[120]",0.230127438666667,0.031814936836852,0.168769275,0.293205525,4908.79036325415,0.999685320393639
"psi[121]",0.230127438666667,0.031814936836852,0.168769275,0.293205525,4908.79036325415,0.999685320393639
"psi[122]",0.230127438666667,0.031814936836852,0.168769275,0.293205525,4908.79036325415,0.999685320393639
"psi[123]",0.230127438666667,0.031814936836852,0.168769275,0.293205525,4908.79036325415,0.999685320393639
"psi[124]",0.230127438666667,0.031814936836852,0.168769275,0.293205525,4908.79036325415,0.999685320393639
"psi[125]",0.230127438666667,0.031814936836852,0.168769275,0.293205525,4908.79036325415,0.999685320393639
"psi[126]",-0.360625238,0.0756017843573287,-0.507412475,-0.2102976,4399.405948556,0.999652573463774
"psi[127]",-0.360625238,0.0756017843573287,-0.507412475,-0.2102976,4399.405948556,0.999652573463774
"psi[128]",-0.360625238,0.0756017843573287,-0.507412475,-0.2102976,4399.405948556,0.999652573463774
"psi[129]",-0.360625238,0.0756017843573287,-0.507412475,-0.2102976,4399.405948556,0.999652573463774
"psi[130]",-0.360625238,0.0756017843573287,-0.507412475,-0.2102976,4399.405948556,0.999652573463774
"psi[131]",-0.360625238,0.0756017843573287,-0.507412475,-0.2102976,4399.405948556,0.999652573463774
"psi[132]",-0.360625238,0.0756017843573287,-0.507412475,-0.2102976,4399.405948556,0.999652573463774
"psi[133]",-0.360625238,0.0756017843573287,-0.507412475,-0.2102976,4399.405948556,0.999652573463774
"psi[134]",-0.360625238,0.0756017843573287,-0.507412475,-0.2102976,4399.405948556,0.999652573463774
"psi[135]",-0.274920614,0.0399060836213687,-0.353860275,-0.197974175,4604.91796199535,0.999520710245049
"psi[136]",-0.274920614,0.0399060836213687,-0.353860275,-0.197974175,4604.91796199535,0.999520710245049
"psi[137]",-0.274920614,0.0399060836213687,-0.353860275,-0.197974175,4604.91796199535,0.999520710245049
"psi[138]",-0.274920614,0.0399060836213687,-0.353860275,-0.197974175,4604.91796199535,0.999520710245049
"psi[139]",-0.274920614,0.0399060836213687,-0.353860275,-0.197974175,4604.91796199535,0.999520710245049
"psi[140]",-0.379347619566667,0.0883937106209256,-0.549145,-0.208927475,4755.26933053275,0.99998872211378
"psi[141]",-0.379347619566667,0.0883937106209256,-0.549145,-0.208927475,4755.26933053275,0.99998872211378
"psi[142]",-0.379347619566667,0.0883937106209256,-0.549145,-0.208927475,4755.26933053275,0.99998872211378
"psi[143]",-0.379347619566667,0.0883937106209256,-0.549145,-0.208927475,4755.26933053275,0.99998872211378
"psi[144]",-0.379347619566667,0.0883937106209256,-0.549145,-0.208927475,4755.26933053275,0.99998872211378
"psi[145]",-0.379347619566667,0.0883937106209256,-0.549145,-0.208927475,4755.26933053275,0.99998872211378
"psi[146]",0.123881516533333,0.02060316361237,0.083589265,0.16365085,4889.06227879726,0.99986853137528
"psi[147]",0.123881516533333,0.02060316361237,0.083589265,0.16365085,4889.06227879726,0.99986853137528
"psi[148]",0.123881516533333,0.02060316361237,0.083589265,0.16365085,4889.06227879726,0.99986853137528
"psi[149]",0.123881516533333,0.02060316361237,0.083589265,0.16365085,4889.06227879726,0.99986853137528
"psi[150]",0.123881516533333,0.02060316361237,0.083589265,0.16365085,4889.06227879726,0.99986853137528
"psi[151]",0.123881516533333,0.02060316361237,0.083589265,0.16365085,4889.06227879726,0.99986853137528
"psi[152]",0.0631974227311667,0.019659136469924,0.0248218175,0.10037725,4664.28862915411,1.00001887276052
"psi[153]",0.0631974227311667,0.019659136469924,0.0248218175,0.10037725,4664.28862915411,1.00001887276052
"psi[154]",0.0631974227311667,0.019659136469924,0.0248218175,0.10037725,4664.28862915411,1.00001887276052
"psi[155]",0.0631974227311667,0.019659136469924,0.0248218175,0.10037725,4664.28862915411,1.00001887276052
"psi[156]",0.0631974227311667,0.019659136469924,0.0248218175,0.10037725,4664.28862915411,1.00001887276052
"psi[157]",0.0631974227311667,0.019659136469924,0.0248218175,0.10037725,4664.28862915411,1.00001887276052
"psi[158]",0.0631974227311667,0.019659136469924,0.0248218175,0.10037725,4664.28862915411,1.00001887276052
